=== Regression Results ===
R² (Train): 0.0829
R² (Test): 0.0542
RMSE (Train): 5.0642
RMSE (Test): 5.1763

=== Feature Coefficients ===
                                    Feature  Coefficient  Abs_Coefficient
               onehot__route_variant_t70-81     0.307108         0.307108
               onehot__route_variant_776-33     0.307101         0.307101
               onehot__route_variant_799-27     0.305010         0.305010
                    onehot__suburb_st marys     0.304616         0.304616
                  onehot__suburb_floraville     0.304479         0.304479
               onehot__route_variant_253-29     0.303940         0.303940
               onehot__route_variant_50-129     0.303263         0.303263
               onehot__route_variant_175-11     0.303123         0.303123
               onehot__route_variant_444-41     0.302340         0.302340
               onehot__route_variant_283-10     0.302318         0.302318
               onehot__route_variant_9106-1     0.301545         0.301545
               onehot__route_variant_461-53     0.301288         0.301288
               onehot__route_variant_230-17     0.301188         0.301188
              onehot__suburb_ropes crossing     0.300586         0.300586
                onehot__route_variant_82-74     0.300448         0.300448
               onehot__route_variant_510-87     0.299267         0.299267
               onehot__route_variant_sac5-2     0.299244         0.299244
               onehot__route_variant_504-36     0.298798         0.298798
          onehot__suburb_merewether heights     0.298030         0.298030
                  onehot__suburb_canterbury     0.296716         0.296716
               onehot__route_variant_9054-1     0.296373         0.296373
               onehot__route_variant_325-21     0.295820         0.295820
               onehot__route_variant_l60-12     0.295451         0.295451
              onehot__route_variant_632-294     0.295302         0.295302
                 onehot__suburb_queens park     0.295065         0.295065
                onehot__route_variant_230-1     0.294341         0.294341
                    onehot__suburb_vaucluse     0.294244         0.294244
                onehot__route_variant_53-64     0.294045         0.294045
               onehot__route_variant_s551-1     0.293758         0.293758
              onehot__route_variant_603-324     0.293280         0.293280
               onehot__route_variant_143-10     0.293243         0.293243
               onehot__route_variant_706e-1     0.291435         0.291435
               onehot__route_variant_e68-22     0.290580         0.290580
                onehot__route_variant_586-6     0.290236         0.290236
               onehot__route_variant_907-14     0.289287         0.289287
               onehot__route_variant_580n-2     0.289141         0.289141
         onehot__suburb_new lambton heights     0.287302         0.287302
                onehot__suburb_lake heights     0.286405         0.286405
               onehot__route_variant_851-11     0.284867         0.284867
                onehot__route_variant_556-3     0.284551         0.284551
               onehot__route_variant_500-65     0.284443         0.284443
               onehot__route_variant_295-22     0.284091         0.284091
               onehot__route_variant_9023-1     0.283804         0.283804
               onehot__route_variant_e77-10     0.283082         0.283082
               onehot__route_variant_151-11     0.283002         0.283002
               onehot__route_variant_492-26     0.282615         0.282615
               onehot__route_variant_549-32     0.282439         0.282439
               onehot__route_variant_627-11     0.282421         0.282421
               onehot__route_variant_382-11     0.281414         0.281414
               onehot__route_variant_9107-1     0.280906         0.280906
               onehot__route_variant_l39-15     0.280461         0.280461
              onehot__route_variant_507-154     0.278859         0.278859
               onehot__route_variant_t70-75     0.278040         0.278040
                onehot__route_variant_268-4     0.277599         0.277599
               onehot__route_variant_677-25     0.277430         0.277430
               onehot__route_variant_184-14     0.276826         0.276826
